1000 999
0 263 93
0 264 19
0 265 51
0 266 63
0 267 47
0 268 33
0 269 68
0 270 81
0 271 59
0 272 9
0 273 1
0 274 96
0 275 7
0 276 27
0 277 33
0 278 12
0 279 89
0 280 74
0 281 56
0 282 74
0 283 70
0 284 12
0 285 10
0 286 17
0 287 45
0 288 81
0 289 57
0 290 42
0 291 33
0 292 9
0 293 1
0 294 16
0 295 48
0 296 31
0 297 97
0 298 63
0 299 87
0 300 31
0 301 5
0 302 92
0 303 39
0 304 82
0 305 63
0 306 2
0 307 14
0 308 73
0 309 48
0 310 44
0 311 19
0 312 72
0 313 79
0 314 55
0 315 40
0 316 66
0 317 18
0 318 52
0 319 42
0 320 31
0 321 57
0 322 19
0 323 62
0 324 9
0 325 75
0 326 82
0 327 54
0 328 80
0 329 91
0 330 98
0 331 20
0 332 69
0 333 64
0 334 63
0 335 28
0 336 70
0 337 6
0 338 91
0 339 58
0 340 53
0 341 70
0 342 77
0 343 2
0 344 18
0 345 58
0 346 44
0 347 88
0 348 70
0 349 89
0 350 96
0 351 84
0 352 46
0 353 20
0 354 17
0 355 34
0 356 29
0 357 41
0 358 16
0 359 60
0 360 75
0 361 67
0 362 82
0 363 60
0 364 7
0 365 72
0 366 98
0 367 1
0 368 97
0 369 83
0 370 15
0 371 67
0 372 25
0 373 49
0 374 52
0 375 35
0 376 11
0 377 35
0 378 53
0 379 45
0 380 36
0 381 90
0 382 39
0 383 77
0 384 61
0 385 63
0 386 64
0 387 65
0 388 4
0 389 67
0 390 1
0 391 40
0 392 88
0 393 30
0 394 76
0 395 24
0 396 58
0 397 85
0 398 22
0 399 46
0 400 26
0 401 73
0 402 98
0 403 16
0 404 99
0 405 43
0 406 48
0 407 17
0 408 92
0 409 46
0 410 74
0 411 49
0 412 40
0 413 67
0 414 89
0 415 79
0 416 29
0 417 46
0 418 63
0 419 2
0 420 41
0 421 77
0 422 65
0 423 68
0 424 66
0 425 58
0 426 56
0 427 80
0 428 73
0 429 22
0 430 30
0 431 52
0 432 58
0 433 61
0 434 43
0 435 83
0 436 94
0 437 54
0 438 98
0 439 44
0 440 49
0 441 96
0 442 66
0 443 58
0 444 62
0 445 95
0 446 9
0 447 13
0 448 10
0 449 80
0 450 52
0 451 26
0 452 14
0 453 99
0 454 29
0 455 8
0 456 62
0 457 79
0 458 14
0 459 3
0 460 79
0 461 81
0 462 27
0 463 22
0 464 84
0 465 3
0 466 24
0 467 14
0 468 10
0 469 28
0 470 24
0 471 13
0 472 29
0 473 32
0 474 67
0 475 65
0 476 95
0 477 10
0 478 55
0 479 52
0 480 39
0 481 6
0 482 37
0 483 9
0 484 98
0 485 57
0 486 36
0 487 55
0 488 76
0 489 48
0 490 98
0 491 39
0 492 86
0 493 21
0 494 24
0 495 8
0 496 29
0 497 82
0 498 55
0 499 66
0 500 71
0 501 24
0 502 77
0 503 94
0 504 13
0 505 19
0 506 19
0 507 58
0 508 29
0 509 11
0 510 36
0 511 90
0 512 53
0 513 87
0 514 8
0 515 79
0 516 82
0 517 27
0 518 82
0 519 93
0 520 71
0 521 78
0 522 64
0 523 34
0 524 86
0 525 42
0 526 54
0 527 58
0 528 13
0 529 98
0 530 66
0 531 18
0 532 17
0 533 81
0 534 70
0 535 45
0 536 97
0 537 5
0 538 19
0 539 88
0 540 58
0 541 84
0 542 63
0 543 82
0 544 84
0 545 88
0 546 27
0 547 44
0 548 56
0 549 86
0 550 40
0 551 58
0 552 64
0 553 72
0 554 48
0 555 33
0 556 81
0 557 47
0 558 79
0 559 21
0 560 28
0 561 44
0 562 99
0 563 48
0 564 37
0 565 81
0 566 22
0 567 22
0 568 64
0 569 9
0 570 87
0 571 92
0 572 53
0 573 80
0 574 89
0 575 20
0 576 99
0 577 68
0 578 88
0 579 19
0 580 26
0 581 68
0 582 13
0 583 26
0 584 71
0 585 71
0 586 73
0 587 83
0 588 48
0 589 82
0 590 54
0 591 36
0 592 5
0 593 64
0 594 59
0 595 78
0 596 29
0 597 31
0 598 10
0 599 76
0 600 83
0 601 91
0 602 55
0 603 94
0 604 2
0 605 43
0 606 81
0 607 41
0 608 27
0 609 56
0 610 17
0 611 61
0 612 58
0 613 10
0 614 42
0 615 22
0 616 71
0 617 42
0 618 37
0 619 54
0 620 88
0 621 58
0 622 64
0 623 15
0 624 49
0 625 5
0 626 42
0 627 45
0 628 27
0 629 55
0 630 16
0 631 34
0 632 97
0 633 16
0 634 71
0 635 82
0 636 37
0 637 81
0 638 19
0 639 40
0 640 72
0 641 87
0 642 79
0 643 18
0 644 50
0 645 25
0 646 46
0 647 41
0 648 5
0 649 42
0 650 78
0 651 12
0 652 56
0 653 11
0 654 51
0 655 63
0 656 95
0 657 95
0 658 48
0 659 33
0 660 30
0 661 20
0 662 83
0 663 71
0 664 80
0 665 64
0 666 27
0 667 64
0 668 70
0 669 70
0 670 44
0 671 45
0 672 5
0 673 30
0 674 78
0 675 10
0 676 77
0 677 87
0 678 14
0 679 32
0 680 24
0 681 54
0 682 89
0 683 74
0 684 72
0 685 97
0 686 91
0 687 39
0 688 84
0 689 28
0 690 9
0 691 26
0 692 62
0 693 40
0 694 24
0 695 28
0 696 30
0 697 70
0 698 15
0 699 47
0 700 6
0 701 30
0 702 87
0 703 96
0 704 55
0 705 21
0 706 18
0 707 49
0 708 67
0 709 69
0 710 77
0 711 21
0 712 22
0 713 71
0 714 43
0 715 8
0 716 84
0 717 56
0 718 3
0 719 67
0 720 40
0 721 49
0 722 9
0 723 39
0 724 91
0 725 86
0 726 94
0 727 47
0 728 43
0 729 75
0 730 79
0 731 89
0 732 64
0 733 21
0 734 21
0 735 58
0 736 38
0 737 82
0 738 3
0 739 94
0 740 61
0 741 80
0 742 27
0 743 78
0 744 9
0 745 85
0 746 10
0 747 54
0 748 84
0 749 32
0 750 47
0 751 23
0 752 26
0 753 17
0 754 48
0 755 49
0 756 50
0 757 66
0 758 42
0 759 79
0 760 24
0 761 54
0 762 62
0 763 28
0 764 39
0 765 47
0 766 21
0 767 70
0 768 49
0 769 12
0 770 56
0 771 66
0 772 85
0 773 98
0 774 29
0 775 6
0 776 45
0 777 35
0 778 19
0 779 55
0 780 32
0 781 49
0 782 12
0 783 24
0 784 24
0 785 17
0 786 90
0 787 64
0 788 1
0 789 68
0 790 51
0 791 52
0 792 61
0 793 44
0 794 62
0 795 84
0 796 33
0 797 100
0 798 43
0 799 12
0 800 77
0 801 89
0 802 19
0 803 25
0 804 61
0 805 17
0 806 78
0 807 78
0 808 51
0 809 9
0 810 70
0 811 4
0 812 13
0 813 47
0 814 57
0 815 57
0 816 47
0 817 40
0 818 98
0 819 48
0 820 82
0 821 24
0 822 49
0 823 87
0 824 46
0 825 60
0 826 49
0 827 43
0 828 82
0 829 64
0 830 88
0 831 5
0 832 29
0 833 69
0 834 62
0 835 98
0 836 96
0 837 83
0 838 30
0 839 37
0 840 67
0 841 92
0 842 15
0 843 53
0 844 58
0 845 27
0 846 54
0 847 34
0 848 10
0 849 15
0 850 18
0 851 73
0 852 100
0 853 66
0 854 49
0 855 47
0 856 22
0 857 59
0 858 25
0 859 11
0 860 36
0 861 87
0 862 59
0 863 44
0 864 55
0 865 42
0 866 51
0 867 19
0 868 46
0 869 98
0 870 6
0 871 63
0 872 57
0 873 36
0 874 50
0 875 74
0 876 71
0 877 99
0 878 76
0 879 19
0 880 95
0 881 21
0 882 80
0 883 38
0 884 59
0 885 74
0 886 26
0 887 52
0 888 62
0 889 88
0 890 76
0 891 86
0 892 44
0 893 26
0 894 57
0 895 41
0 896 44
0 897 5
0 898 4
0 899 18
0 900 99
0 901 4
0 902 98
0 903 36
0 904 48
0 905 60
0 906 34
0 907 3
0 908 80
0 909 44
0 910 31
0 911 13
0 912 66
0 913 36
0 914 13
0 915 4
0 916 79
0 917 72
0 918 16
0 919 35
0 920 21
0 921 88
0 922 15
0 923 21
0 924 15
0 925 19
0 926 89
0 927 32
0 928 39
0 929 84
0 930 6
0 931 20
0 932 3
0 933 87
0 934 52
0 935 21
0 936 33
0 937 93
0 938 65
0 939 79
0 940 69
0 941 34
0 942 85
0 943 91
0 944 89
0 945 8
0 946 82
0 947 43
0 948 16
0 949 92
0 950 44
0 951 82
0 952 28
0 953 74
0 954 86
0 955 55
0 956 96
0 957 71
0 958 99
0 959 18
0 960 94
0 961 55
0 962 74
0 963 53
0 964 6
0 965 25
0 966 79
0 967 60
0 968 79
0 969 22
0 970 9
0 971 55
0 972 2
0 973 49
0 974 13
0 975 97
0 976 94
0 977 2
0 978 65
0 979 30
0 980 99
0 981 3
0 982 38
0 983 39
0 984 55
0 985 67
0 986 37
0 987 59
0 988 71
0 989 6
0 990 44
0 991 70
0 992 14
0 993 97
0 994 66
0 995 12
0 996 89
0 997 44
0 998 92
0 999 16
