10000 9999
0 657 36
0 658 27
0 659 2
0 660 86
0 661 11
0 662 20
0 663 29
0 664 52
0 665 3
0 666 35
0 667 83
0 668 100
0 669 21
0 670 19
0 671 68
0 672 1
0 673 33
0 674 7
0 675 7
0 676 75
0 677 87
0 678 84
0 679 23
0 680 2
0 681 15
0 682 56
0 683 48
0 684 83
0 685 17
0 686 72
0 687 34
0 688 18
0 689 34
0 690 86
0 691 51
0 692 34
0 693 92
0 694 92
0 695 22
0 696 85
0 697 21
0 698 62
0 699 44
0 700 84
0 701 71
0 702 30
0 703 60
0 704 100
0 705 64
0 706 87
0 707 36
0 708 50
0 709 73
0 710 79
0 711 42
0 712 65
0 713 41
0 714 11
0 715 9
0 716 34
0 717 87
0 718 2
0 719 76
0 720 33
0 721 42
0 722 92
0 723 9
0 724 11
0 725 27
0 726 9
0 727 76
0 728 19
0 729 33
0 730 53
0 731 67
0 732 39
0 733 48
0 734 100
0 735 18
0 736 99
0 737 58
0 738 32
0 739 88
0 740 41
0 741 42
0 742 31
0 743 60
0 744 6
0 745 64
0 746 47
0 747 58
0 748 5
0 749 79
0 750 16
0 751 50
0 752 90
0 753 52
0 754 78
0 755 56
0 756 25
0 757 47
0 758 51
0 759 55
0 760 68
0 761 55
0 762 12
0 763 48
0 764 95
0 765 92
0 766 16
0 767 18
0 768 51
0 769 28
0 770 50
0 771 3
0 772 27
0 773 19
0 774 53
0 775 89
0 776 45
0 777 23
0 778 66
0 779 87
0 780 32
0 781 68
0 782 50
0 783 97
0 784 18
0 785 3
0 786 89
0 787 32
0 788 16
0 789 58
0 790 63
0 791 79
0 792 13
0 793 16
0 794 35
0 795 26
0 796 37
0 797 95
0 798 90
0 799 96
0 800 76
0 801 54
0 802 17
0 803 52
0 804 37
0 805 69
0 806 75
0 807 38
0 808 65
0 809 63
0 810 26
0 811 24
0 812 31
0 813 26
0 814 41
0 815 100
0 816 29
0 817 16
0 818 16
0 819 80
0 820 12
0 821 71
0 822 72
0 823 21
0 824 14
0 825 64
0 826 18
0 827 14
0 828 18
0 829 65
0 830 6
0 831 41
0 832 78
0 833 26
0 834 53
0 835 60
0 836 61
0 837 90
0 838 52
0 839 50
0 840 59
0 841 68
0 842 52
0 843 69
0 844 58
0 845 65
0 846 64
0 847 56
0 848 34
0 849 90
0 850 82
0 851 1
0 852 13
0 853 6
0 854 39
0 855 84
0 856 10
0 857 66
0 858 36
0 859 88
0 860 61
0 861 2
0 862 73
0 863 96
0 864 48
0 865 3
0 866 2
0 867 99
0 868 20
0 869 88
0 870 69
0 871 49
0 872 30
0 873 57
0 874 72
0 875 57
0 876 85
0 877 34
0 878 68
0 879 19
0 880 54
0 881 70
0 882 47
0 883 43
0 884 28
0 885 87
0 886 38
0 887 85
0 888 46
0 889 63
0 890 55
0 891 68
0 892 70
0 893 58
0 894 47
0 895 57
0 896 63
0 897 87
0 898 55
0 899 73
0 900 15
0 901 21
0 902 45
0 903 12
0 904 15
0 905 18
0 906 54
0 907 49
0 908 77
0 909 23
0 910 64
0 911 11
0 912 81
0 913 59
0 914 26
0 915 38
0 916 76
0 917 94
0 918 16
0 919 46
0 920 85
0 921 94
0 922 85
0 923 58
0 924 77
0 925 9
0 926 39
0 927 41
0 928 47
0 929 83
0 930 82
0 931 74
0 932 61
0 933 67
0 934 57
0 935 73
0 936 78
0 937 68
0 938 98
0 939 33
0 940 41
0 941 73
0 942 5
0 943 91
0 944 43
0 945 6
0 946 33
0 947 34
0 948 69
0 949 23
0 950 67
0 951 61
0 952 97
0 953 84
0 954 27
0 955 77
0 956 98
0 957 95
0 958 17
0 959 27
0 960 3
0 961 26
0 962 65
0 963 77
0 964 42
0 965 32
0 966 28
0 967 22
0 968 59
0 969 47
0 970 92
0 971 41
0 972 65
0 973 48
0 974 70
0 975 96
0 976 59
0 977 50
0 978 54
0 979 66
0 980 43
0 981 18
0 982 11
0 983 33
0 984 79
0 985 68
0 986 90
0 987 98
0 988 18
0 989 44
0 990 89
0 991 87
0 992 48
0 993 32
0 994 66
0 995 20
0 996 46
0 997 26
0 998 50
0 999 31
0 1000 57
0 1001 30
0 1002 28
0 1003 17
0 1004 33
0 1005 64
0 1006 91
0 1007 49
0 1008 5
0 1009 12
0 1010 82
0 1011 23
0 1012 6
0 1013 19
0 1014 36
0 1015 31
0 1016 58
0 1017 95
0 1018 4
0 1019 85
0 1020 91
0 1021 48
0 1022 20
0 1023 85
0 1024 13
0 1025 30
0 1026 23
0 1027 48
0 1028 81
0 1029 11
0 1030 88
0 1031 50
0 1032 33
0 1033 93
0 1034 45
0 1035 72
0 1036 41
0 1037 21
0 1038 29
0 1039 18
0 1040 23
0 1041 35
0 1042 70
0 1043 21
0 1044 14
0 1045 54
0 1046 67
0 1047 70
0 1048 72
0 1049 41
0 1050 34
0 1051 74
0 1052 15
0 1053 24
0 1054 38
0 1055 66
0 1056 64
0 1057 100
0 1058 21
0 1059 60
0 1060 56
0 1061 89
0 1062 89
0 1063 81
0 1064 6
0 1065 30
0 1066 93
0 1067 15
0 1068 69
0 1069 4
0 1070 3
0 1071 19
0 1072 23
0 1073 84
0 1074 24
0 1075 91
0 1076 44
0 1077 87
0 1078 72
0 1079 26
0 1080 78
0 1081 61
0 1082 88
0 1083 64
0 1084 77
0 1085 86
0 1086 18
0 1087 53
0 1088 6
0 1089 53
0 1090 40
0 1091 71
0 1092 57
0 1093 7
0 1094 30
0 1095 27
0 1096 45
0 1097 22
0 1098 70
0 1099 42
0 1100 22
0 1101 79
0 1102 53
0 1103 9
0 1104 49
0 1105 3
0 1106 57
0 1107 43
0 1108 42
0 1109 79
0 1110 93
0 1111 99
0 1112 59
0 1113 75
0 1114 10
0 1115 57
0 1116 77
0 1117 51
0 1118 64
0 1119 2
0 1120 46
0 1121 26
0 1122 20
0 1123 20
0 1124 38
0 1125 80
0 1126 46
0 1127 37
0 1128 70
0 1129 28
0 1130 49
0 1131 85
0 1132 14
0 1133 55
0 1134 72
0 1135 3
0 1136 87
0 1137 99
0 1138 97
0 1139 55
0 1140 94
0 1141 100
0 1142 9
0 1143 18
0 1144 32
0 1145 4
0 1146 83
0 1147 31
0 1148 3
0 1149 96
0 1150 13
0 1151 6
0 1152 70
0 1153 54
0 1154 13
0 1155 40
0 1156 46
0 1157 26
0 1158 17
0 1159 82
0 1160 13
0 1161 97
0 1162 43
0 1163 31
0 1164 83
0 1165 9
0 1166 16
0 1167 61
0 1168 63
0 1169 24
0 1170 59
0 1171 12
0 1172 35
0 1173 95
0 1174 21
0 1175 57
0 1176 13
0 1177 96
0 1178 17
0 1179 98
0 1180 52
0 1181 3
0 1182 76
0 1183 40
0 1184 15
0 1185 62
0 1186 7
0 1187 31
0 1188 17
0 1189 76
0 1190 40
0 1191 54
0 1192 1
0 1193 80
0 1194 34
0 1195 53
0 1196 84
0 1197 95
0 1198 67
0 1199 91
0 1200 9
0 1201 15
0 1202 1
0 1203 82
0 1204 13
0 1205 64
0 1206 31
0 1207 35
0 1208 50
0 1209 90
0 1210 35
0 1211 72
0 1212 54
0 1213 9
0 1214 33
0 1215 100
0 1216 32
0 1217 33
0 1218 29
0 1219 53
0 1220 59
0 1221 9
0 1222 82
0 1223 73
0 1224 78
0 1225 50
0 1226 59
0 1227 91
0 1228 77
0 1229 50
0 1230 60
0 1231 58
0 1232 71
0 1233 8
0 1234 54
0 1235 4
0 1236 25
0 1237 92
0 1238 30
0 1239 69
0 1240 86
0 1241 90
0 1242 44
0 1243 15
0 1244 83
0 1245 51
0 1246 33
0 1247 34
0 1248 79
0 1249 44
0 1250 17
0 1251 93
0 1252 48
0 1253 35
0 1254 87
0 1255 3
0 1256 2
0 1257 22
0 1258 6
0 1259 13
0 1260 42
0 1261 23
0 1262 80
0 1263 69
0 1264 51
0 1265 6
0 1266 65
0 1267 92
0 1268 57
0 1269 77
0 1270 79
0 1271 17
0 1272 57
0 1273 1
0 1274 26
0 1275 77
0 1276 66
0 1277 95
0 1278 55
0 1279 87
0 1280 5
0 1281 42
0 1282 65
0 1283 32
0 1284 73
0 1285 61
0 1286 80
0 1287 81
0 1288 55
0 1289 86
0 1290 54
0 1291 27
0 1292 24
0 1293 24
0 1294 33
0 1295 20
0 1296 25
0 1297 54
0 1298 56
0 1299 12
0 1300 3
0 1301 84
0 1302 70
0 1303 38
0 1304 29
0 1305 91
0 1306 87
0 1307 27
0 1308 43
0 1309 71
0 1310 92
0 1311 98
0 1312 77
0 1313 20
0 1314 19
0 1315 82
0 1316 37
0 1317 87
0 1318 89
0 1319 46
0 1320 90
0 1321 74
0 1322 93
0 1323 60
0 1324 26
0 1325 43
0 1326 91
0 1327 64
0 1328 42
0 1329 87
0 1330 29
0 1331 81
0 1332 85
0 1333 98
0 1334 5
0 1335 16
0 1336 84
0 1337 63
0 1338 88
0 1339 48
0 1340 70
0 1341 57
0 1342 67
0 1343 51
0 1344 25
0 1345 42
0 1346 65
0 1347 3
0 1348 95
0 1349 33
0 1350 85
0 1351 31
0 1352 14
0 1353 23
0 1354 74
0 1355 1
0 1356 11
0 1357 6
0 1358 60
0 1359 28
0 1360 82
0 1361 74
0 1362 69
0 1363 74
0 1364 61
0 1365 53
0 1366 14
0 1367 16
0 1368 35
0 1369 2
0 1370 93
0 1371 71
0 1372 67
0 1373 91
0 1374 5
0 1375 23
0 1376 94
0 1377 59
0 1378 60
0 1379 3
0 1380 77
0 1381 75
0 1382 92
0 1383 31
0 1384 76
0 1385 45
0 1386 40
0 1387 58
0 1388 73
0 1389 51
0 1390 27
0 1391 20
0 1392 49
0 1393 86
0 1394 73
0 1395 17
0 1396 50
0 1397 19
0 1398 49
0 1399 12
0 1400 25
0 1401 31
0 1402 78
0 1403 11
0 1404 19
0 1405 51
0 1406 5
0 1407 92
0 1408 27
0 1409 43
0 1410 100
0 1411 29
0 1412 23
0 1413 85
0 1414 11
0 1415 98
0 1416 88
0 1417 83
0 1418 57
0 1419 63
0 1420 99
0 1421 69
0 1422 5
0 1423 28
0 1424 82
0 1425 68
0 1426 71
0 1427 24
0 1428 49
0 1429 10
0 1430 8
0 1431 79
0 1432 35
0 1433 95
0 1434 23
0 1435 65
0 1436 9
0 1437 67
0 1438 35
0 1439 100
0 1440 73
0 1441 99
0 1442 38
0 1443 70
0 1444 3
0 1445 19
0 1446 61
0 1447 84
0 1448 49
0 1449 61
0 1450 39
0 1451 63
0 1452 13
0 1453 31
0 1454 44
0 1455 17
0 1456 6
0 1457 31
0 1458 84
0 1459 84
0 1460 72
0 1461 100
0 1462 86
0 1463 10
0 1464 21
0 1465 97
0 1466 8
0 1467 89
0 1468 68
0 1469 22
0 1470 40
0 1471 59
0 1472 56
0 1473 83
0 1474 47
0 1475 66
0 1476 22
0 1477 57
0 1478 82
0 1479 53
0 1480 100
0 1481 48
0 1482 4
0 1483 59
0 1484 52
0 1485 95
0 1486 72
0 1487 90
0 1488 85
0 1489 32
0 1490 79
0 1491 89
0 1492 45
0 1493 3
0 1494 48
0 1495 59
0 1496 58
0 1497 70
0 1498 1
0 1499 95
0 1500 2
0 1501 19
0 1502 39
0 1503 67
0 1504 47
0 1505 78
0 1506 6
0 1507 73
0 1508 37
0 1509 43
0 1510 67
0 1511 94
0 1512 33
0 1513 56
0 1514 10
0 1515 11
0 1516 74
0 1517 64
0 1518 31
0 1519 75
0 1520 14
0 1521 2
0 1522 6
0 1523 95
0 1524 38
0 1525 77
0 1526 12
0 1527 61
0 1528 51
0 1529 1
0 1530 93
0 1531 90
0 1532 78
0 1533 80
0 1534 4
0 1535 34
0 1536 67
0 1537 49
0 1538 58
0 1539 82
0 1540 67
0 1541 85
0 1542 43
0 1543 58
0 1544 87
0 1545 20
0 1546 26
0 1547 47
0 1548 65
0 1549 93
0 1550 88
0 1551 33
0 1552 30
0 1553 50
0 1554 20
0 1555 57
0 1556 81
0 1557 76
0 1558 58
0 1559 52
0 1560 48
0 1561 27
0 1562 66
0 1563 11
0 1564 93
0 1565 32
0 1566 44
0 1567 51
0 1568 80
0 1569 19
0 1570 39
0 1571 51
0 1572 20
0 1573 51
0 1574 35
0 1575 26
0 1576 43
0 1577 61
0 1578 36
0 1579 7
0 1580 100
0 1581 16
0 1582 100
0 1583 55
0 1584 4
0 1585 99
0 1586 89
0 1587 16
0 1588 81
0 1589 78
0 1590 73
0 1591 40
0 1592 92
0 1593 8
0 1594 22
0 1595 66
0 1596 61
0 1597 63
0 1598 94
0 1599 59
0 1600 9
0 1601 20
0 1602 4
0 1603 82
0 1604 100
0 1605 9
0 1606 86
0 1607 24
0 1608 1
0 1609 70
0 1610 24
0 1611 26
0 1612 23
0 1613 76
0 1614 81
0 1615 9
0 1616 93
0 1617 22
0 1618 64
0 1619 68
0 1620 2
0 1621 30
0 1622 29
0 1623 74
0 1624 8
0 1625 99
0 1626 47
0 1627 79
0 1628 20
0 1629 52
0 1630 15
0 1631 41
0 1632 23
0 1633 22
0 1634 51
0 1635 20
0 1636 95
0 1637 88
0 1638 48
0 1639 18
0 1640 68
0 1641 27
0 1642 86
0 1643 45
0 1644 78
0 1645 61
0 1646 11
0 1647 23
0 1648 93
0 1649 7
0 1650 54
0 1651 1
0 1652 85
0 1653 39
0 1654 79
0 1655 53
0 1656 72
0 1657 4
0 1658 71
0 1659 69
0 1660 8
0 1661 5
0 1662 14
0 1663 41
0 1664 62
0 1665 22
0 1666 42
0 1667 44
0 1668 89
0 1669 66
0 1670 42
0 1671 88
0 1672 65
0 1673 6
0 1674 85
0 1675 72
0 1676 5
0 1677 7
0 1678 89
0 1679 62
0 1680 24
0 1681 97
0 1682 68
0 1683 46
0 1684 100
0 1685 11
0 1686 38
0 1687 94
0 1688 47
0 1689 92
0 1690 75
0 1691 54
0 1692 71
0 1693 25
0 1694 60
0 1695 11
0 1696 41
0 1697 79
0 1698 38
0 1699 24
0 1700 3
0 1701 40
0 1702 76
0 1703 32
0 1704 4
0 1705 93
0 1706 27
0 1707 27
0 1708 85
0 1709 41
0 1710 3
0 1711 85
0 1712 41
0 1713 92
0 1714 68
0 1715 1
0 1716 37
0 1717 57
0 1718 94
0 1719 27
0 1720 62
0 1721 39
0 1722 91
0 1723 28
0 1724 24
0 1725 4
0 1726 72
0 1727 92
0 1728 21
0 1729 46
0 1730 71
0 1731 78
0 1732 12
0 1733 14
0 1734 88
0 1735 36
0 1736 88
0 1737 4
0 1738 74
0 1739 13
0 1740 60
0 1741 57
0 1742 62
0 1743 16
0 1744 25
0 1745 61
0 1746 95
0 1747 16
0 1748 50
0 1749 9
0 1750 4
0 1751 14
0 1752 80
0 1753 60
0 1754 47
0 1755 16
0 1756 4
0 1757 18
0 1758 58
0 1759 11
0 1760 78
0 1761 98
0 1762 78
0 1763 43
0 1764 44
0 1765 17
0 1766 56
0 1767 79
0 1768 62
0 1769 20
0 1770 52
0 1771 48
0 1772 40
0 1773 74
0 1774 81
0 1775 28
0 1776 23
0 1777 4
0 1778 97
0 1779 11
0 1780 21
0 1781 75
0 1782 95
0 1783 91
0 1784 15
0 1785 100
0 1786 59
0 1787 93
0 1788 21
0 1789 19
0 1790 79
0 1791 72
0 1792 83
0 1793 21
0 1794 73
0 1795 42
0 1796 47
0 1797 7
0 1798 64
0 1799 69
0 1800 53
0 1801 52
0 1802 7
0 1803 14
0 1804 44
0 1805 24
0 1806 92
0 1807 35
0 1808 60
0 1809 52
0 1810 22
0 1811 56
0 1812 38
0 1813 62
0 1814 84
0 1815 24
0 1816 17
0 1817 54
0 1818 11
0 1819 57
0 1820 8
0 1821 23
0 1822 2
0 1823 63
0 1824 13
0 1825 31
0 1826 88
0 1827 17
0 1828 45
0 1829 81
0 1830 47
0 1831 79
0 1832 71
0 1833 97
0 1834 36
0 1835 47
0 1836 20
0 1837 31
0 1838 32
0 1839 72
0 1840 64
0 1841 86
0 1842 86
0 1843 13
0 1844 35
0 1845 64
0 1846 26
0 1847 99
0 1848 10
0 1849 82
0 1850 86
0 1851 82
0 1852 18
0 1853 78
0 1854 84
0 1855 1
0 1856 100
0 1857 13
0 1858 97
0 1859 62
0 1860 70
0 1861 92
0 1862 93
0 1863 96
0 1864 13
0 1865 6
0 1866 68
0 1867 33
0 1868 65
0 1869 63
0 1870 48
0 1871 68
0 1872 74
0 1873 21
0 1874 89
0 1875 52
0 1876 1
0 1877 24
0 1878 2
0 1879 67
0 1880 83
0 1881 74
0 1882 46
0 1883 45
0 1884 58
0 1885 12
0 1886 100
0 1887 89
0 1888 11
0 1889 31
0 1890 7
0 1891 22
0 1892 55
0 1893 2
0 1894 27
0 1895 76
0 1896 14
0 1897 52
0 1898 41
0 1899 14
0 1900 97
0 1901 24
0 1902 33
0 1903 45
0 1904 28
0 1905 98
0 1906 54
0 1907 47
0 1908 57
0 1909 38
0 1910 23
0 1911 36
0 1912 36
0 1913 35
0 1914 94
0 1915 42
0 1916 80
0 1917 81
0 1918 94
0 1919 27
0 1920 27
0 1921 24
0 1922 78
0 1923 29
0 1924 78
0 1925 61
0 1926 84
0 1927 16
0 1928 40
0 1929 7
0 1930 56
0 1931 52
0 1932 97
0 1933 75
0 1934 74
0 1935 33
0 1936 59
0 1937 24
0 1938 79
0 1939 66
0 1940 85
0 1941 2
0 1942 17
0 1943 7
0 1944 33
0 1945 4
0 1946 85
0 1947 44
0 1948 60
0 1949 13
0 1950 35
0 1951 24
0 1952 91
0 1953 56
0 1954 73
0 1955 75
0 1956 73
0 1957 59
0 1958 81
0 1959 18
0 1960 12
0 1961 70
0 1962 72
0 1963 69
0 1964 18
0 1965 98
0 1966 84
0 1967 55
0 1968 86
0 1969 8
0 1970 94
0 1971 15
0 1972 43
0 1973 96
0 1974 57
0 1975 59
0 1976 57
0 1977 62
0 1978 96
0 1979 33
0 1980 34
0 1981 40
0 1982 30
0 1983 11
0 1984 69
0 1985 60
0 1986 38
0 1987 3
0 1988 15
0 1989 14
0 1990 76
0 1991 44
0 1992 50
0 1993 58
0 1994 27
0 1995 85
0 1996 11
0 1997 74
0 1998 2
0 1999 56
0 2000 55
0 2001 9
0 2002 45
0 2003 60
0 2004 70
0 2005 52
0 2006 42
0 2007 76
0 2008 89
0 2009 32
0 2010 16
0 2011 43
0 2012 15
0 2013 91
0 2014 52
0 2015 12
0 2016 58
0 2017 40
0 2018 87
0 2019 42
0 2020 84
0 2021 24
0 2022 24
0 2023 46
0 2024 25
0 2025 86
0 2026 36
0 2027 86
0 2028 72
0 2029 11
0 2030 56
0 2031 38
0 2032 82
0 2033 44
0 2034 34
0 2035 54
0 2036 27
0 2037 22
0 2038 89
0 2039 82
0 2040 60
0 2041 32
0 2042 51
0 2043 59
0 2044 21
0 2045 64
0 2046 80
0 2047 67
0 2048 89
0 2049 59
0 2050 85
0 2051 20
0 2052 12
0 2053 51
0 2054 63
0 2055 22
0 2056 90
0 2057 22
0 2058 75
0 2059 34
0 2060 41
0 2061 45
0 2062 23
0 2063 12
0 2064 97
0 2065 73
0 2066 66
0 2067 5
0 2068 40
0 2069 30
0 2070 20
0 2071 66
0 2072 87
0 2073 6
0 2074 14
0 2075 52
0 2076 42
0 2077 100
0 2078 90
0 2079 9
0 2080 96
0 2081 38
0 2082 56
0 2083 5
0 2084 4
0 2085 42
0 2086 53
0 2087 94
0 2088 68
0 2089 79
0 2090 59
0 2091 6
0 2092 55
0 2093 89
0 2094 86
0 2095 10
0 2096 74
0 2097 58
0 2098 73
0 2099 93
0 2100 22
0 2101 57
0 2102 18
0 2103 95
0 2104 54
0 2105 11
0 2106 17
0 2107 24
0 2108 57
0 2109 11
0 2110 19
0 2111 33
0 2112 40
0 2113 88
0 2114 48
0 2115 29
0 2116 38
0 2117 52
0 2118 10
0 2119 65
0 2120 72
0 2121 29
0 2122 85
0 2123 38
0 2124 8
0 2125 33
0 2126 81
0 2127 37
0 2128 81
0 2129 38
0 2130 95
0 2131 17
0 2132 38
0 2133 73
0 2134 21
0 2135 97
0 2136 97
0 2137 30
0 2138 92
0 2139 57
0 2140 82
0 2141 38
